COD_MUN,MUNICIPIO,SIGLA_UF,IDSC-BR_2024,Classificação_2024
2106672,Milagres do Maranhão ,MA,"38,73",4923
2106706,Mirador ,MA,"33,24",5492
2106755,Miranda do Norte ,MA,"34,57",5420
2106805,Mirinzal ,MA,"37,77",5102
2106904,Monção ,MA,"32,51",5520
2107001,Montes Altos ,MA,"31,61",5547
2107100,Morros ,MA,"39,57",4741
2107209,Nina Rodrigues ,MA,"37,79",5097
2107258,Nova Colinas ,MA,"34,53",5423
2107308,Nova Iorque ,MA,"39,26",4805
2107357,Nova Olinda do Maranhão ,MA,"36,15",5296
2107407,Olho d'Água das Cunhãs ,MA,"34,98",5393
2107456,Olinda Nova do Maranhão ,MA,"35,26",5371
2107506,Paço do Lumiar ,MA,"39,73",4693
2107605,Palmeirândia ,MA,"33,82",5464
2107704,Paraibano ,MA,"35,35",5368
2107803,Parnarama ,MA,"32,44",5524
2107902,Passagem Franca ,MA,"36,68",5240
2108009,Pastos Bons ,MA,"34,55",5421
2108058,Paulino Neves ,MA,"41,64",4226
2108108,Paulo Ramos ,MA,31,5558
2108207,Pedreiras ,MA,"42,61",3946
2108256,Pedro do Rosário ,MA,"34,72",5411
2108306,Penalva ,MA,"35,73",5319
2108405,Peri Mirim ,MA,"37,66",5115
2108454,Peritoró ,MA,"31,79",5544
2108504,Pindaré-Mirim ,MA,"36,77",5226
2108603,Pinheiro ,MA,"38,83",4896
2108702,Pio XII ,MA,"34,94",5395
2108801,Pirapemas ,MA,"35,57",5342
2108900,Poção de Pedras ,MA,"37,94",5066
2109007,Porto Franco ,MA,"39,16",4835
2109056,Porto Rico do Maranhão ,MA,"40,4",4556
2109106,Presidente Dutra ,MA,"37,14",5187
2109205,Presidente Juscelino ,MA,"36,48",5268
2109239,Presidente Médici ,MA,"37,06",5196
2109270,Presidente Sarney ,MA,"37,41",5152
2109304,Presidente Vargas ,MA,"34,65",5415
2109403,Primeira Cruz ,MA,"35,63",5330
2109452,Raposa ,MA,"39,82",4676
2109502,Riachão ,MA,"33,14",5495
2109551,Ribamar Fiquene ,MA,"32,42",5525
2109601,Rosário ,MA,"40,91",4415
2109700,Sambaíba ,MA,"40,12",4608
2109759,Santa Filomena do Maranhão ,MA,"37,8",5096
2109809,Santa Helena ,MA,"35,06",5387
2109908,Santa Inês ,MA,"36,7",5234
2110005,Santa Luzia ,MA,"35,2",5378
2110039,Santa Luzia do Paruá ,MA,"35,7",5322
2110104,Santa Quitéria do Maranhão ,MA,"36,07",5302
2110203,Santa Rita ,MA,"36,42",5271
2110237,Santana do Maranhão ,MA,"38,56",4951
2110278,Santo Amaro do Maranhão ,MA,"36,51",5258
2110302,Santo Antônio dos Lopes ,MA,"38,01",5049
2110401,São Benedito do Rio Preto ,MA,"35,05",5388
2110500,São Bento ,MA,"34,47",5430
2110609,São Bernardo ,MA,"35,93",5310
2110658,São Domingos do Azeitão ,MA,"35,61",5335
2110708,São Domingos do Maranhão ,MA,"36,38",5275
2110807,São Félix de Balsas ,MA,"35,42",5355
2110856,São Francisco do Brejão ,MA,"37,11",5192
2110906,São Francisco do Maranhão ,MA,"35,26",5373
2111003,São João Batista ,MA,"33,14",5496
2111029,São João do Carú ,MA,"36,27",5285
2111052,São João do Paraíso ,MA,"32,6",5516
2111078,São João do Soter ,MA,"35,39",5361
2111102,São João dos Patos ,MA,"42,98",3856
2111201,São José de Ribamar ,MA,"40,67",4477
2111250,São José dos Basílios ,MA,"35,43",5354
2111300,São Luís ,MA,"40,69",4471
2111409,São Luís Gonzaga do Maranhão ,MA,"33,35",5488
2111508,São Mateus do Maranhão ,MA,"33,64",5476
2111532,São Pedro da Água Branca ,MA,"30,91",5559
2111573,São Pedro dos Crentes ,MA,"38,53",4955
2111607,São Raimundo das Mangabeiras ,MA,"35,39",5360
2111631,São Raimundo do Doca Bezerra ,MA,"41,62",4232
2111672,São Roberto ,MA,"40,97",4401
2111706,São Vicente Ferrer ,MA,"34,74",5410
2111722,Satubinha ,MA,"36,52",5257
2111748,Senador Alexandre Costa ,MA,"38,27",5010
2111763,Senador La Rocque ,MA,"37,97",5058
2111789,Serrano do Maranhão ,MA,"35,49",5348
2111805,Sítio Novo ,MA,"31,93",5542
2111904,Sucupira do Norte ,MA,"38,1",5038
2111953,Sucupira do Riachão ,MA,"41,69",4212
2112001,Tasso Fragoso ,MA,"40,98",4399
2112100,Timbiras ,MA,"33,8",5467
2112209,Timon ,MA,"39,15",4838
2112233,Trizidela do Vale ,MA,"39,83",4672
2112274,Tufilândia ,MA,"37,57",5128
2112308,Tuntum ,MA,"36,95",5211
2112407,Turiaçu ,MA,"34,81",5405
2112456,Turilândia ,MA,"33,07",5498
2112506,Tutóia ,MA,"39,6",4733
2112605,Urbano Santos ,MA,"36,89",5215
2112704,Vargem Grande ,MA,"32,45",5522
2112803,Viana ,MA,"36,62",5245
2112852,Vila Nova dos Martírios ,MA,"37,65",5116
2112902,Vitória do Mearim ,MA,"35,4",5358
2113009,Vitorino Freire ,MA,"31,44",5551
2114007,Zé Doca ,MA,"39,04",4866
2200053,Acauã ,PI,"42,21",4051
2200103,Agricolândia ,PI,"46,81",2712
2200202,Água Branca ,PI,"43,94",3575
2200251,Alagoinha do Piauí ,PI,"36,33",5282
2200277,Alegrete do Piauí ,PI,"46,83",2705
2200301,Alto Longá ,PI,"35,99",5305
2200400,Altos ,PI,"41,34",4299
2200459,Alvorada do Gurguéia ,PI,"40,4",4557
2200509,Amarante ,PI,"38,86",4889
2200608,Angical do Piauí ,PI,"46,48",2836
2200707,Anísio de Abreu ,PI,"39,98",4641
2200806,Antônio Almeida ,PI,"44,93",3294
2200905,Aroazes ,PI,"45,64",3086
2200954,Aroeiras do Itaim ,PI,"45,85",3026
2201002,Arraial ,PI,"43,65",3660
2201051,Assunção do Piauí ,PI,"42,17",4070
2201101,Avelino Lopes ,PI,"35,4",5359
2201150,Baixa Grande do Ribeiro ,PI,"36,69",5238
2201176,Barra D'Alcântara ,PI,"45,14",3224
2201200,Barras ,PI,"40,39",4560
2201309,Barreiras do Piauí ,PI,"44,21",3496
2201408,Barro Duro ,PI,"43,4",3728
2201507,Batalha ,PI,"40,04",4626
2201556,Bela Vista do Piauí ,PI,"39,82",4675
2201572,Belém do Piauí ,PI,"47,56",2487
2201606,Beneditinos ,PI,"45,59",3097
2201705,Bertolínia ,PI,"40,76",4452
2201739,Betânia do Piauí ,PI,"38,59",4946
2201770,Boa Hora ,PI,"38,7",4932
2201804,Bocaina ,PI,"41,25",4330
2201903,Bom Jesus ,PI,"41,51",4259
2201919,Bom Princípio do Piauí ,PI,"39,25",4808
2201929,Bonfim do Piauí ,PI,44,3558
2201945,Boqueirão do Piauí ,PI,"43,07",3829
2201960,Brasileira ,PI,"43,96",3568
2201988,Brejo do Piauí ,PI,"38,4",4978
2202000,Buriti dos Lopes ,PI,"37,61",5120
2202026,Buriti dos Montes ,PI,"45,85",3027
2202059,Cabeceiras do Piauí ,PI,"41,59",4237
2202075,Cajazeiras do Piauí ,PI,"43,05",3835
2202083,Cajueiro da Praia ,PI,"42,1",4090
2202091,Caldeirão Grande do Piauí ,PI,"46,11",2940
2202109,Campinas do Piauí ,PI,"41,95",4128
2202117,Campo Alegre do Fidalgo ,PI,"39,72",4698
2202133,Campo Grande do Piauí ,PI,"44,09",3532
2202174,Campo Largo do Piauí ,PI,"47,22",2589
2202208,Campo Maior ,PI,"43,92",3580
2202251,Canavieira ,PI,"40,22",4588
2202307,Canto do Buriti ,PI,"37,83",5087
2202406,Capitão de Campos ,PI,"43,61",3670
2202455,Capitão Gervásio Oliveira ,PI,"39,05",4860
2202505,Caracol ,PI,"43,74",3639
2202539,Caraúbas do Piauí ,PI,"46,17",2920
2202554,Caridade do Piauí ,PI,"38,67",4939
2202604,Castelo do Piauí ,PI,"39,7",4704
2202653,Caxingó ,PI,"42,77",3912
2202703,Cocal ,PI,"40,51",4519
2202711,Cocal de Telha ,PI,"43,45",3712
2202729,Cocal dos Alves ,PI,"47,17",2602
2202737,Coivaras ,PI,"41,38",4287
2202752,Colônia do Gurguéia ,PI,"39,04",4865
2202778,Colônia do Piauí ,PI,"43,88",3595
2202802,Conceição do Canindé ,PI,"43,9",3592
2202851,Coronel José Dias ,PI,"43,82",3616
2202901,Corrente ,PI,"39,96",4644
2203008,Cristalândia do Piauí ,PI,"34,92",5396
2203107,Cristino Castro ,PI,"39,29",4798
2203206,Curimatá ,PI,"36,96",5208
2203230,Currais ,PI,"42,12",4083
2203255,Curralinhos ,PI,"42,42",3988
2203271,Curral Novo do Piauí ,PI,"42,42",3985
2203305,Demerval Lobão ,PI,"41,29",4321
2203354,Dirceu Arcoverde ,PI,"38,08",5040
2203404,Dom Expedito Lopes ,PI,"45,34",3163
2203420,Domingos Mourão ,PI,"47,34",2555
2203453,Dom Inocêncio ,PI,"44,94",3291
2203503,Elesbão Veloso ,PI,"43,4",3727
2203602,Eliseu Martins ,PI,"43,2",3781
2203701,Esperantina ,PI,"38,31",5000
2203750,Fartura do Piauí ,PI,"38,3",5003
2203800,Flores do Piauí ,PI,"41,33",4305
2203859,Floresta do Piauí ,PI,"45,36",3158
2203909,Floriano ,PI,"44,38",3455
2204006,Francinópolis ,PI,"44,46",3430
2204105,Francisco Ayres ,PI,"41,09",4362
2204154,Francisco Macedo ,PI,"41,66",4221
2204204,Francisco Santos ,PI,"44,08",3535
2204303,Fronteiras ,PI,"40,74",4455
2204352,Geminiano ,PI,"42,91",3870
2204402,Gilbués ,PI,"36,36",5276
2204501,Guadalupe ,PI,"49,15",2028
2204550,Guaribas ,PI,"42,64",3941
2204600,Hugo Napoleão ,PI,"40,92",4410
2204659,Ilha Grande ,PI,"42,5",3970
2204709,Inhuma ,PI,"42,33",4015
2204808,Ipiranga do Piauí ,PI,"40,1",4610
2204907,Isaías Coelho ,PI,"35,64",5329
2205003,Itainópolis ,PI,"38,35",4988
2205102,Itaueira ,PI,"38,27",5009
2205151,Jacobina do Piauí ,PI,"42,84",3892
2205201,Jaicós ,PI,"37,9",5077
2205250,Jardim do Mulato ,PI,"43,78",3630
2205276,Jatobá do Piauí ,PI,"42,15",4075
2205300,Jerumenha ,PI,"39,02",4870
2205359,João Costa ,PI,"46,49",2831
2205409,Joaquim Pires ,PI,"42,01",4112
2205458,Joca Marques ,PI,"41,53",4256
2205508,José de Freitas ,PI,"41,87",4155
2205516,Juazeiro do Piauí ,PI,"43,08",3824
2205524,Júlio Borges ,PI,"46,05",2963
2205532,Jurema ,PI,"43,66",3659
2205540,Lagoinha do Piauí ,PI,41,4391
2205557,Lagoa Alegre ,PI,"40,08",4618
2205565,Lagoa do Barro do Piauí ,PI,"48,26",2282
2205573,Lagoa de São Francisco ,PI,"47,14",2608
2205581,Lagoa do Piauí ,PI,"42,09",4096
2205599,Lagoa do Sítio ,PI,"39,42",4773
2205607,Landri Sales ,PI,"43,67",3656
2205706,Luís Correia ,PI,"40,5",4524
2205805,Luzilândia ,PI,"38,83",4898
2205854,Madeiro ,PI,"39,66",4721
2205904,Manoel Emídio ,PI,"45,72",3063
2205953,Marcolândia ,PI,"42,16",4071
2206001,Marcos Parente ,PI,"46,42",2851
2206050,Massapê do Piauí ,PI,"42,82",3900
2206100,Matias Olímpio ,PI,"37,1",5193
2206209,Miguel Alves ,PI,"38,65",4942
2206308,Miguel Leão ,PI,"44,3",3479
2206357,Milton Brandão ,PI,"41,85",4162
2206407,Monsenhor Gil ,PI,"44,12",3524
2206506,Monsenhor Hipólito ,PI,"43,96",3570
2206605,Monte Alegre do Piauí ,PI,"38,24",5013
2206654,Morro Cabeça no Tempo ,PI,"43,19",3785
2206670,Morro do Chapéu do Piauí ,PI,"39,34",4789
2206696,Murici dos Portelas ,PI,"44,42",3439
2206704,Nazaré do Piauí ,PI,"37,63",5119
2206720,Nazária ,PI,"45,51",3118
2206753,Nossa Senhora de Nazaré ,PI,"42,3",4022
2206803,Nossa Senhora dos Remédios ,PI,"38,13",5032
2206902,Novo Oriente do Piauí ,PI,"42,83",3896
2206951,Novo Santo Antônio ,PI,"46,11",2943
2207009,Oeiras ,PI,"46,02",2970
2207108,Olho D'Água do Piauí ,PI,"40,52",4515
2207207,Padre Marcos ,PI,"42,72",3923
2207306,Paes Landim ,PI,"37,4",5154
2207355,Pajeú do Piauí ,PI,"43,27",3763
2207405,Palmeira do Piauí ,PI,"37,71",5111
2207504,Palmeirais ,PI,"37,6",5122
2207553,Paquetá ,PI,"43,18",3787
2207603,Parnaguá ,PI,"33,32",5491
2207702,Parnaíba ,PI,"44,8",3336
2207751,Passagem Franca do Piauí ,PI,"39,11",4849
2207777,Patos do Piauí ,PI,"41,4",4283
2207793,Pau D'Arco do Piauí ,PI,"40,67",4478
2207801,Paulistana ,PI,"41,66",4220
2207850,Pavussu ,PI,"40,93",4407
2207900,Pedro II ,PI,"42,26",4034
2207934,Pedro Laurentino ,PI,"43,73",3643
2207959,Nova Santa Rita ,PI,"43,79",3627
2208007,Picos ,PI,"46,54",2814
2208106,Pimenteiras ,PI,"45,04",3254
2208205,Pio IX ,PI,"38,34",4992
2208304,Piracuruca ,PI,"39,62",4730
2208403,Piripiri ,PI,"44,14",3517
2208502,Porto ,PI,"40,93",4406
2208551,Porto Alegre do Piauí ,PI,"48,14",2318
2208601,Prata do Piauí ,PI,"46,92",2679
2208650,Queimada Nova ,PI,"42,65",3937
2208700,Redenção do Gurguéia ,PI,"42,27",4031
2208809,Regeneração ,PI,"37,41",5153
2208858,Riacho Frio ,PI,"39,52",4759
2208874,Ribeira do Piauí ,PI,"45,98",2987
2208908,Ribeiro Gonçalves ,PI,"42,66",3934
2209005,Rio Grande do Piauí ,PI,"37,89",5080
2209104,Santa Cruz do Piauí ,PI,"44,2",3501
2209153,Santa Cruz dos Milagres ,PI,"42,13",4081
2209203,Santa Filomena ,PI,"33,68",5473
2209302,Santa Luz ,PI,"37,07",5195
2209351,Santana do Piauí ,PI,"41,84",4168
2209377,Santa Rosa do Piauí ,PI,"42,07",4101
2209401,Santo Antônio de Lisboa ,PI,"45,55",3107
2209450,Santo Antônio dos Milagres ,PI,"43,66",3658
2209500,Santo Inácio do Piauí ,PI,"41,76",4191
2209559,São Braz do Piauí ,PI,"41,37",4291
2209609,São Félix do Piauí ,PI,"43,1",3817
2209658,São Francisco de Assis do Piauí ,PI,"37,76",5104
2209708,São Francisco do Piauí ,PI,"37,73",5108
2209757,São Gonçalo do Gurguéia ,PI,"44,17",3508
2209807,São Gonçalo do Piauí ,PI,"43,06",3832
2209856,São João da Canabrava ,PI,"46,87",2696
2209872,São João da Fronteira ,PI,"46,31",2887
2209906,São João da Serra ,PI,"36,34",5281
2209955,São João da Varjota ,PI,"42,86",3883
2209971,São João do Arraial ,PI,"41,32",4310
2210003,São João do Piauí ,PI,"40,98",4397
2210052,São José do Divino ,PI,"44,98",3279
2210102,São José do Peixe ,PI,"39,54",4752
2210201,São José do Piauí ,PI,"42,24",4042
2210300,São Julião ,PI,"39,72",4697
2210359,São Lourenço do Piauí ,PI,"39,96",4643
2210375,São Luis do Piauí ,PI,"42,69",3929
2210383,São Miguel da Baixa Grande ,PI,"45,16",3217
2210391,São Miguel do Fidalgo ,PI,"43,1",3813
2210409,São Miguel do Tapuio ,PI,"36,77",5225
2210508,São Pedro do Piauí ,PI,"44,69",3373
2210607,São Raimundo Nonato ,PI,"38,54",4953
2210623,Sebastião Barros ,PI,"34,6",5418
2210631,Sebastião Leal ,PI,"40,73",4459
2210656,Sigefredo Pacheco ,PI,"42,59",3953
2210706,Simões ,PI,"42,51",3967
2210805,Simplício Mendes ,PI,"45,74",3058
2210904,Socorro do Piauí ,PI,"41,06",4374
2210938,Sussuapara ,PI,"45,31",3175
2210953,Tamboril do Piauí ,PI,"45,74",3056
2210979,Tanque do Piauí ,PI,"47,36",2546
2211001,Teresina ,PI,"43,15",3794
2211100,União ,PI,"39,79",4679
2211209,Uruçuí ,PI,"37,95",5062
2211308,Valença do Piauí ,PI,"41,82",4172
2211357,Várzea Branca ,PI,"36,31",5283
2211407,Várzea Grande ,PI,"47,36",2549
2211506,Vera Mendes ,PI,"45,31",3176
2211605,Vila Nova do Piauí ,PI,"46,49",2834
2211704,Wall Ferraz ,PI,"45,98",2988
2300101,Abaiara ,CE,"39,08",4854
2300150,Acarape ,CE,"43,8",3624
2300200,Acaraú ,CE,"44,78",3340
2300309,Acopiara ,CE,"42,18",4064
2300408,Aiuaba ,CE,"42,39",3994
2300507,Alcântaras ,CE,"55,67",529
2300606,Altaneira ,CE,"48,97",2075
2300705,Alto Santo ,CE,"41,71",4205
2300754,Amontada ,CE,"40,98",4400
2300804,Antonina do Norte ,CE,"47,59",2475
2300903,Apuiarés ,CE,"40,75",4454
2301000,Aquiraz ,CE,"45,7",3069
2301109,Aracati ,CE,"48,35",2251
2301208,Aracoiaba ,CE,"43,54",3691
2301257,Ararendá ,CE,"44,34",3464
2301307,Araripe ,CE,"42,31",4021
2301406,Aratuba ,CE,"48,49",2214
2301505,Arneiroz ,CE,"44,54",3409
2301604,Assaré ,CE,"41,31",4319
2301703,Aurora ,CE,"42,66",3932
2301802,Baixio ,CE,"47,13",2614
2301851,Banabuiú ,CE,"42,1",4088
2301901,Barbalha ,CE,"49,54",1918
2301950,Barreira ,CE,"46,31",2883
2302008,Barro ,CE,"41,05",4377
2302057,Barroquinha ,CE,"45,92",3009
2302107,Baturité ,CE,"44,15",3513
2302206,Beberibe ,CE,"44,28",3482
2302305,Bela Cruz ,CE,"46,49",2827
2302404,Boa Viagem ,CE,"40,52",4517
2302503,Brejo Santo ,CE,"44,33",3469
2302602,Camocim ,CE,"42,87",3878
2302701,Campos Sales ,CE,"47,1",2630
2302800,Canindé ,CE,"42,26",4032
2302909,Capistrano ,CE,"42,36",4005
2303006,Caridade ,CE,"40,19",4594
2303105,Cariré ,CE,"46,72",2749
2303204,Caririaçu ,CE,"39,99",4637
2303303,Cariús ,CE,"41,11",4356
2303402,Carnaubal ,CE,"42,23",4045
2303501,Cascavel ,CE,"42,1",4089
2303600,Catarina ,CE,"39,67",4714
2303659,Catunda ,CE,"40,99",4395
2303709,Caucaia ,CE,"45,02",3263
2303808,Cedro ,CE,"42,8",3908
2303907,Chaval ,CE,"40,71",4463
2303931,Choró ,CE,"39,79",4677
2303956,Chorozinho ,CE,"41,33",4309
2304004,Coreaú ,CE,"43,08",3823
2304103,Crateús ,CE,"49,49",1937
2304202,Crato ,CE,"44,34",3463
2304236,Croatá ,CE,"47,14",2609
2304251,Cruz ,CE,"47,4",2535
2304269,Deputado Irapuan Pinheiro ,CE,"45,1",3236
2304277,Ereré ,CE,"45,53",3112
2304285,Eusébio ,CE,"50,63",1614
2304301,Farias Brito ,CE,"42,05",4108
2304350,Forquilha ,CE,"48,24",2289
2304400,Fortaleza ,CE,"47,12",2620
2304459,Fortim ,CE,"44,28",3483
2304509,Frecheirinha ,CE,"45,69",3071
2304608,General Sampaio ,CE,"42,87",3880
2304657,Graça ,CE,"43,29",3757
2304707,Granja ,CE,"42,39",3997
2304806,Granjeiro ,CE,"51,52",1351
2304905,Groaíras ,CE,"43,1",3815
2304954,Guaiúba ,CE,"42,82",3899
2305001,Guaraciaba do Norte ,CE,"45,64",3088
2305100,Guaramiranga ,CE,"54,24",769
2305209,Hidrolândia ,CE,"41,05",4378
2305233,Horizonte ,CE,"47,52",2505
2305266,Ibaretama ,CE,"40,51",4520
2305308,Ibiapina ,CE,"45,09",3237
2305332,Ibicuitinga ,CE,"42,39",3995
2305357,Icapuí ,CE,"42,35",4010
2305407,Icó ,CE,"43,92",3581
2305506,Iguatu ,CE,"44,25",3487
2305605,Independência ,CE,"45,4",3150
2305654,Ipaporanga ,CE,"42,17",4065
2305704,Ipaumirim ,CE,"39,4",4778
2305803,Ipu ,CE,"41,11",4355
2305902,Ipueiras ,CE,"42,84",3890
2306009,Iracema ,CE,"42,37",4003
2306108,Irauçuba ,CE,"42,52",3963
2306207,Itaiçaba ,CE,"40,83",4434
2306256,Itaitinga ,CE,"44,13",3522
2306306,Itapajé ,CE,"41,49",4265
2306405,Itapipoca ,CE,"46,78",2727
2306504,Itapiúna ,CE,"40,53",4513
2306553,Itarema ,CE,"43,06",3830
2306603,Itatira ,CE,"44,12",3528
2306702,Jaguaretama ,CE,"42,56",3958
2306801,Jaguaribara ,CE,"50,64",1609
2306900,Jaguaribe ,CE,"46,67",2772
2307007,Jaguaruana ,CE,"41,38",4289
2307106,Jardim ,CE,"44,54",3407
2307205,Jati ,CE,"47,08",2635
2307254,Jijoca de Jericoacoara ,CE,"52,17",1195
2307304,Juazeiro do Norte ,CE,"47,49",2515
2307403,Jucás ,CE,"48,25",2286
2307502,Lavras da Mangabeira ,CE,"38,7",4934
2307601,Limoeiro do Norte ,CE,"49,76",1851
2307635,Madalena ,CE,"40,42",4548
2307650,Maracanaú ,CE,"48,19",2305
2307700,Maranguape ,CE,"43,2",3780
2307809,Marco ,CE,"46,03",2966
2307908,Martinópole ,CE,"42,4",3992
2308005,Massapê ,CE,"45,45",3131
2308104,Mauriti ,CE,"42,15",4074
2308203,Meruoca ,CE,"45,47",3126
2308302,Milagres ,CE,"43,5",3698
2308351,Milhã ,CE,"40,99",4394
2308377,Miraíma ,CE,43,3854
2308401,Missão Velha ,CE,"42,29",4025
2308500,Mombaça ,CE,"39,28",4803
2308609,Monsenhor Tabosa ,CE,"43,25",3765
2308708,Morada Nova ,CE,"43,92",3584
2308807,Moraújo ,CE,"40,04",4627
2308906,Morrinhos ,CE,"45,5",3119
2309003,Mucambo ,CE,"47,44",2527
2309102,Mulungu ,CE,"43,85",3608
2309201,Nova Olinda ,CE,"43,22",3774
2309300,Nova Russas ,CE,"50,99",1498
2309409,Novo Oriente ,CE,"48,87",2102
2309458,Ocara ,CE,"43,57",3681
2309508,Orós ,CE,"41,88",4153
2309607,Pacajus ,CE,"43,97",3566
2309706,Pacatuba ,CE,"46,51",2823
2309805,Pacoti ,CE,"50,29",1713
2309904,Pacujá ,CE,"53,48",926
2310001,Palhano ,CE,"41,56",4250
2310100,Palmácia ,CE,"44,09",3530
2310209,Paracuru ,CE,"44,45",3431
2310258,Paraipaba ,CE,"47,44",2525
2310308,Parambu ,CE,"42,8",3904
2310407,Paramoti ,CE,"45,27",3190
2310506,Pedra Branca ,CE,"43,55",3689
2310605,Penaforte ,CE,"40,2",4591
2310704,Pentecoste ,CE,"37,26",5174
2310803,Pereiro ,CE,"45,19",3204
2310852,Pindoretama ,CE,"41,65",4223
2310902,Piquet Carneiro ,CE,"42,21",4053
2310951,Pires Ferreira ,CE,"45,97",2992
2311009,Poranga ,CE,"43,41",3724
2311108,Porteiras ,CE,"47,55",2492
2311207,Potengi ,CE,"39,35",4787
2311231,Potiretama ,CE,"39,93",4649
2311264,Quiterianópolis ,CE,"41,02",4388
2311306,Quixadá ,CE,"43,72",3646
2311355,Quixelô ,CE,"49,93",1798
2311405,Quixeramobim ,CE,"41,63",4229
2311504,Quixeré ,CE,"41,51",4258
2311603,Redenção ,CE,"47,18",2598
2311702,Reriutaba ,CE,"42,8",3906
2311801,Russas ,CE,"47,68",2448
2311900,Saboeiro ,CE,"41,74",4192
2311959,Salitre ,CE,"46,58",2802
2312007,Santana do Acaraú ,CE,"41,11",4357
2312106,Santana do Cariri ,CE,"43,03",3846
2312205,Santa Quitéria ,CE,"42,5",3969
2312304,São Benedito ,CE,"46,09",2949
2312403,São Gonçalo do Amarante ,CE,"45,92",3008
2312502,São João do Jaguaribe ,CE,"38,9",4883
2312601,São Luís do Curu ,CE,"39,33",4794
2312700,Senador Pompeu ,CE,"39,55",4747
2312809,Senador Sá ,CE,"40,76",4450
2312908,Sobral ,CE,"50,41",1678
2313005,Solonópole ,CE,"43,27",3761
2313104,Tabuleiro do Norte ,CE,"43,8",3621
2313203,Tamboril ,CE,"39,25",4809
2313252,Tarrafas ,CE,"43,69",3652
2313302,Tauá ,CE,"46,73",2746
2313351,Tejuçuoca ,CE,"40,81",4440
2313401,Tianguá ,CE,"48,47",2222
2313500,Trairi ,CE,43,3853
2313559,Tururu ,CE,"39,78",4684
2313609,Ubajara ,CE,"43,06",3834
2313708,Umari ,CE,"40,49",4530
2313757,Umirim ,CE,"41,34",4297
2313807,Uruburetama ,CE,"40,38",4564
2313906,Uruoca ,CE,"46,96",2665
2313955,Varjota ,CE,"43,48",3706
2314003,Várzea Alegre ,CE,"42,08",4099
2314102,Viçosa do Ceará ,CE,"44,75",3353
2400109,Acari ,RN,"51,88",1273
2400208,Açu ,RN,"40,49",4529
2400307,Afonso Bezerra ,RN,"40,82",4437
2400406,Água Nova ,RN,"40,9",4420
2400505,Alexandria ,RN,"39,85",4659
2400604,Almino Afonso ,RN,"41,26",4327
2400703,Alto do Rodrigues ,RN,"43,96",3569
2400802,Angicos ,RN,"39,31",4797
2400901,Antônio Martins ,RN,"43,49",3701
2401008,Apodi ,RN,"37,8",5092
2401107,Areia Branca ,RN,"41,08",4366
2401206,Arês ,RN,"41,08",4367
2401305,Campo Grande ,RN,"43,01",3849
2401404,Baía Formosa ,RN,"44,76",3350
2401453,Baraúna ,RN,"36,87",5216
2401503,Barcelona ,RN,"38,33",4995
2401602,Bento Fernandes ,RN,"43,59",3675
2401651,Bodó ,RN,"47,26",2575
2401701,Bom Jesus ,RN,"40,34",4568
2401800,Brejinho ,RN,"40,55",4507
2401859,Caiçara do Norte ,RN,"38,24",5015
2401909,Caiçara do Rio do Vento ,RN,"42,38",4000
2402006,Caicó ,RN,"49,76",1848
2402105,Campo Redondo ,RN,"50,63",1615
2402204,Canguaretama ,RN,"40,21",4589
2402303,Caraúbas ,RN,"41,53",4255
2402402,Carnaúba dos Dantas ,RN,"46,38",2860
2402501,Carnaubais ,RN,"40,28",4580
2402600,Ceará-Mirim ,RN,"44,55",3405
2402709,Cerro Corá ,RN,"43,34",3750
2402808,Coronel Ezequiel ,RN,"45,89",3014
2402907,Coronel João Pessoa ,RN,"43,67",3657
2403004,Cruzeta ,RN,"42,58",3954
2403103,Currais Novos ,RN,"54,09",798
2403202,Doutor Severiano ,RN,"47,64",2461
2403251,Parnamirim ,RN,"47,19",2593
2403301,Encanto ,RN,"38,5",4958
2403400,Equador ,RN,"40,2",4592
2403509,Espírito Santo ,RN,"46,88",2693
2403608,Extremoz ,RN,"41,5",4263
2403707,Felipe Guerra ,RN,"41,85",4167
2403756,Fernando Pedroza ,RN,"46,8",2718
2403806,Florânia ,RN,"49,21",2013
2403905,Francisco Dantas ,RN,"44,18",3507
2404002,Frutuoso Gomes ,RN,"40,15",4600
2404101,Galinhos ,RN,"49,16",2026
2404200,Goianinha ,RN,"45,95",3000
2404309,Governador Dix-Sept Rosado ,RN,"38,62",4945
2404408,Grossos ,RN,"37,34",5159
2404507,Guamaré ,RN,"42,45",3980
2404606,Ielmo Marinho ,RN,"40,46",4535
2404705,Ipanguaçu ,RN,"38,69",4935
2404804,Ipueira ,RN,50,1780
2404853,Itajá ,RN,"41,04",4382
2404903,Itaú ,RN,40,4632
2405009,Jaçanã ,RN,"44,59",3397
2405108,Jandaíra ,RN,41,4392
2405207,Janduís ,RN,"44,4",3447
2405306,Januário Cicco ,RN,"39,46",4766
2405405,Japi ,RN,"44,95",3286
2405504,Jardim de Angicos ,RN,"40,2",4593
2405603,Jardim de Piranhas ,RN,"43,35",3745
2405702,Jardim do Seridó ,RN,"43,03",3845
2405801,João Câmara ,RN,"44,13",3521
2405900,João Dias ,RN,"41,96",4126
2406007,José da Penha ,RN,"42,25",4037
2406106,Jucurutu ,RN,"44,35",3461
2406155,Jundiá ,RN,"45,66",3082
2406205,Lagoa d'Anta ,RN,"45,11",3232
2406304,Lagoa de Pedras ,RN,"39,94",4648
